movie_id,production_company_id
324668,25716
324668,29313
324668,31922
324668,83871
9471,5
9471,4022
9471,10239
9471,19813
70981,306
70981,444
70981,1645
70981,19747
10996,5
10996,5752
68724,559
68724,2531
68724,7431
68724,11029
68724,18209
68724,28788
68724,31076
2789,7154
2789,14718
97020,5
97020,655
97020,8411
7459,79
7459,264
7459,450
7459,1885
7459,6194
7459,12170
42888,5
42888,18
42888,2648
37834,84
37834,306
37834,444
37834,508
37834,21845
75612,33
75612,7076
75612,7295
75612,19647
75612,19648
1895,1
1894,1
585,2
585,3
76170,306
76170,431
76170,7505
76170,9168
76170,10893
76170,22213
1893,1
49519,521
2395,47
2395,356
2395,866
2395,1992
2395,1994
2395,1995
2395,1996
2395,5358
2395,8676
2395,9335
2395,11921
2395,20409
12100,2812
12100,8411
290595,33
290595,10338
290595,16314
98566,4
98566,2348
98566,2481
49047,6194
49047,7364
49047,7470
9619,33
9619,1280
308531,4
308531,2348
308531,2481
308531,47354
308531,77208
166424,306
166424,5374
166424,7505
166424,9078
166424,20478
166424,22213
166424,28788
1593,289
1593,306
1593,436
1593,2575
254128,12
254128,79
254128,6194
254128,34081
714,7576
2024,347
2024,441
2024,762
2024,9269
163,79
163,129
163,2596
163,6194
163,12202
787,433
787,491
787,508
787,1171
787,10104
262500,491
262500,10227
262500,14440
262500,24097
2567,14
2567,562
2567,675
2567,691
2567,6194
2567,7380
2567,19116
2567,54502
38745,306
38745,444
38745,1302
38745,6332
40805,333
40805,5752
40805,6733
53182,923
53182,2994
53182,2995
53182,6194
53182,7636
53182,78685
41513,5
41513,2251
41513,7311
13700,2
262504,491
262504,1632
262504,10227
262504,14440
39254,27
39254,2575
39254,7294
39254,9195
39254,11395
39254,12087
39254,76043
39254,76067
39254,76069
77931,5
77931,2251
77931,7311
77931,9169
77931,24097
1639,306
1639,35304
80274,491
80274,3200
80274,3263
80274,7296
80274,31825
80274,31826
1571,289
1571,306
1571,444
1571,890
1571,11845
120,11
120,12
120,5237
10204,264
10204,10221
10204,19481
10204,23636
10204,53413
10204,53414
10204,53416
8489,441
10588,23
10588,27
10588,33
2048,306
2048,415
2048,1302
2048,12485
2048,19354
2048,19355
1495,264
1495,306
1495,1645
1495,4169
1495,19477
1495,19478
1495,19479
1495,19480
1495,19482
1495,19483
10137,441
10137,5555
10137,58331
10198,2
10198,6125
286217,306
286217,1645
286217,2735
286217,6408
286217,22213
286217,28788
1635,27
1635,6194
1635,11084
24113,12
9679,130
9679,9195
98,27
98,33
98,1645
98,14440
98,21904
98,21905
98,21906
180,27
180,44
180,56
180,306
180,766
180,26265
180,76068
672,436
672,437
672,6194
36557,7576
36557,11345
36557,19481
869,306
869,8601
869,20004
280,574
280,1280
280,5358
280,14723
280,61409
11322,33
11322,562
11322,675
11322,6452
11322,7295
11322,11391
11322,11581
4982,23
4982,33
4982,1645
4982,7295
4982,8083
36955,306
36955,574
18487,5
18487,1423
18487,1645
18487,7295
18487,8411
39451,4
39451,33
39451,2242
39451,7295
39451,7852
39451,11391
27581,5
27581,4740
9268,824
9268,6194
68718,5
68718,308
10545,2
11688,2
11688,10217
76163,925
76163,10254
2059,2
2059,130
2059,831
2059,19097
2486,289
2486,306
2486,444
2486,445
2486,711
2486,1302
2486,2735
16523,79
16523,923
16523,4171
16523,5289
16523,6194
116711,9383
116711,11749
37710,5
37710,158
37710,682
37710,694
37710,3045
37710,3281
37710,14577
37710,21212
37710,23731
37710,23732
37710,23733
9946,919
1372,348
1372,430
1372,449
1372,705
1372,6194
1372,7380
1372,20938
106646,4
106646,562
106646,14654
106646,19177
106646,23243
414,6194
414,31080
563,559
563,9195
563,23434
83542,450
83542,1972
83542,7829
83542,10947
83542,11080
83542,11082
83542,11083
83542,19621
41216,79
41216,6194
41216,8089
41216,78685
314,79
314,813
314,6194
314,52945
314,52946
314,52947
184315,4
184315,8411
184315,19648
184315,34081
9016,2
9016,10217
18162,33
18162,748
18162,7295
18162,11916
138103,342
138103,925
138103,7571
138103,10254
138103,28384
138103,40822
257088,264
257088,1088
257088,10289
257088,70993
10214,12
10214,3012
205775,23
205775,705
205775,6194
205775,16314
205775,17888
205775,24175
205775,34401
205775,63571
11692,79
11692,97
11692,172
11692,54502
22972,33
22972,694
22972,6452
22972,7295
22972,10163
227973,9383
227973,11749
29193,16280
29193,21716
29193,65514
29193,65515
1734,33
1734,11462
1734,20242
3131,14
3131,7380
3131,7381
76758,724
76758,12205
76758,49512
9408,5
9408,2251
9890,4
9890,2609
9890,7293
855,130
855,497
855,1645
77953,2242
77953,4740
77953,6194
77953,36431
18,5
18,9
37786,12
37786,79
37786,3268
37786,7429
10501,27
10501,521
57800,9383
57800,11749
150689,2
150689,28788
150689,46339
150689,47706
7980,11
7980,27
7980,2300
7980,9349
7980,11843
7980,12248
12,3
122,11
122,12
121,11
121,12
121,5237
68737,923
68737,3528
68737,13444
68737,20478
68737,40112
68737,40890
1995,4
1995,657
1995,762
1995,840
1995,3324
1995,4650
1995,19105
157353,1088
157353,9996
157353,10289
157353,13403
331,13
331,56
61791,289
61791,290
61791,306
61791,444
61791,6332
61791,7076
61791,10893
8204,4
8204,862
47964,290
47964,306
47964,444
47964,2735
47964,10893
47964,12292
47964,22213
47964,34396
47964,34397
10733,23
10733,9195
9806,2
9806,3
1408,183
1408,415
1408,8411
1408,14723
32657,289
32657,436
32657,444
32657,711
32657,5219
32657,6332
32657,10893
32657,28431
607,56
607,441
607,49325
863,3
44048,306
44048,1645
44048,1838
44048,19776
44048,19777
5175,12
2655,27
2655,306
2655,11395
22794,5
22794,2251
8355,9383
8355,11749
116745,12
116745,290
116745,306
116745,9118
116745,10893
116745,12178
116745,22213
116745,37336
4327,5
1422,829
1422,5552
1422,6194
1422,7380
1422,45778
10674,2
10674,10217
7446,27
7446,11843
7446,12178
7446,12379
65754,5
65754,258
65754,8083
65754,8411
65754,33817
65754,47479
1572,306
1572,1504
10528,79
10528,1885
10528,6194
10528,19855
10528,23202
271969,4
271969,8411
271969,19857
271969,23920
10865,2
10865,10217
258509,508
258509,711
258509,5219
258509,10930
258509,22213
2253,60
2253,6100
2253,8411
2253,9168
10661,5
10661,2608
10661,3045
10661,7295
257344,5
257344,2608
644,27
644,56
644,385
644,6194
10756,2
10756,3538
10756,47122
686,6194
686,43910
9383,441
9383,9269
179,33
179,694
179,932
179,10163
179,11581
179,20194
76285,436
76285,444
76285,711
76285,5219
76285,6332
76285,22213
1996,4
1996,657
1996,762
1996,840
1996,3324
1996,14362
1996,19105
291805,491
291805,1632
291805,7296
291805,72441
10003,4
10003,2767
10003,11661
1535,33
1535,656
1535,657
1535,780
1535,919
1535,7385
2067,158
2067,3638
2067,9195
2067,22103
46195,9383
46195,11749
2277,415
2277,436
2277,441
2277,9195
2277,18990
10357,306
4477,5
8665,4
8665,763
8665,2471
8665,10104
8665,11371
8665,20344
9387,33
9387,10308
921,14
921,23
921,33
921,631
921,9195
49852,24013
49852,24014
49852,24015
49852,24016
4464,33
4464,158
4464,862
4464,7293
4464,9195
664,33
664,56
664,6194
664,23370
8358,27
8358,306
8358,4171
8358,11395
9836,2537
9836,8089
2502,33
2502,862
2502,7384
2502,11346
2502,11347
9772,441
9772,919
9772,18990
161,79
161,129
161,172
161,2596
161,6194
161,24939
52451,248
52451,264
52451,753
52451,939
52451,5755
76492,5
76492,2251
4523,2
4523,1894
4523,8908
4523,8909
59961,33
59961,6452
59961,7295
59961,13778
10481,2
10481,10472
59108,33
59108,3086
59108,7295
59108,12007
1581,5
1581,33
1581,735
1581,7295
9798,130
9798,1645
9798,9195
9798,79209
22897,33
22897,258
22897,735
22897,6452
22897,7295
298,79
298,129
298,2596
298,6194
7484,2251
157350,491
157350,14440
853,4
853,549
853,551
853,11358
853,22182
853,24136
853,24137
853,24138
10159,5
10159,33
10159,655
10159,10339
10159,11581
10159,90249
9593,441
9593,55528
1904,27
1904,158
1904,441
1904,780
9615,33
51052,5
51052,297
51052,2251
297,33
297,136
9884,496
9884,788
9884,6194
9884,43717
16858,306
16858,441
62764,7295
62764,11581
62764,12005
62764,12006
62764,12007
62764,12008
22538,33
22538,2527
9341,4
9341,496
9341,2199
9341,7161
9341,12213
9341,12214
12107,23
12107,33
9637,507
9637,748
9637,6194
49049,284
49049,6733
49049,7437
49049,46506
49049,46507
9339,333
9339,441
9339,497
9339,2608
16281,6194
16281,14179
16281,14180
39691,79
8247,444
8247,7384
8247,10104
11253,33
11253,552
11253,840
11253,2735
11253,7295
11253,21498
1949,4
1949,6194
1949,11317
8452,11317
310,33
310,158
310,159
310,160
27578,10254
954,4
954,44
70160,1632
70160,5420
45243,923
45243,2877
45243,3527
45243,6194
364,1382
364,6194
7518,520
7518,521
11544,2
11544,10217
9986,4
9986,7311
8656,4
8656,27
8656,1865
8656,2478
146216,429
146216,435
146216,491
146216,9993
9291,4
9291,441
9291,746
9291,2608
9291,60378
55301,711
109418,5
109418,2608
109418,7431
11665,79
11665,507
11665,748
11665,1757
11665,6194
11665,27352
11665,54502
11665,60378
6964,441
6964,735
6964,6194
11324,4
11324,562
11324,11317
11324,23243
12193,12
12193,158
12193,2308
12193,2795
12193,2796
9928,9383
9928,11749
754,4
754,455
754,456
754,458
754,9195
754,25358
10202,2
10202,2608
10202,3538
4147,27
4147,80
4147,306
50546,5
50546,2608
1701,130
1701,3589
1701,9195
1701,78338
1701,78339
13027,27
13027,7296
13027,11843
13027,20157
2289,14
2289,932
2289,1370
2289,2570
2289,10102
20504,1088
20504,1885
9574,2
9574,2173
11618,7
11618,1560
2300,3592
2300,8816
2300,55527
12096,5
12096,1507
12096,2364
12096,3929
12096,8411
10200,306
10200,6332
10200,20374
10200,20375
10200,36390
8834,1885
8834,6194
8834,23397
228150,5
228150,11029
228150,16312
228150,34034
228150,39649
228150,47169
6068,175
6068,961
6068,8816
6068,9195
41515,2609
41515,2785
41515,5219
41515,13481
41515,19045
9023,27
9023,521
38317,5
38317,2608
38317,3045
38317,8000
38317,8411
38317,46221
38317,46222
2157,12
2157,14024
2157,19902
2157,30253
14462,4
14462,258
14462,1274
161795,27584
161795,40955
161795,40956
159824,5
159824,2251
49948,2
2135,27
2135,6194
9822,2
9822,4361
9705,79
9705,172
9705,1885
9705,6194
9705,46458
1656,56
1656,441
12159,1382
9678,12
9678,1565
9678,2608
4442,308
4442,491
4442,507
4442,748
4442,1649
4442,7405
4442,8411
4442,76043
75,8601
330770,3307
330770,5358
330770,7395
330770,7792
330770,10611
330770,11199
330770,11921
330770,18367
330770,25818
330770,52184
330770,58659
330770,76444
330770,76445
330770,76446
330770,76447
9433,8769
19959,9195
19959,10227
19959,11845
19959,41978
11973,12
11973,335
11228,33
11228,1302
77951,3164
77951,6733
77951,8089
77951,8090
77951,8091
77951,53498
77951,53499
5491,1403
5491,6194
5491,7406
5491,10210
5491,19718
10715,430
10715,2785
10715,6194
10715,12006
10715,16061
10715,20734
10197,308
10197,7295
9562,4
9562,431
9562,762
9562,18619
9562,18620
9922,335
9922,6194
9447,2537
274854,491
274854,2995
274854,7154
274854,12006
274854,24097
274854,33832
274854,72441
8870,79
8870,172
8870,6194
8870,22351
8870,53997
9992,104
9992,854
9992,2525
9992,6896
36970,4959
36970,5358
36970,6586
36970,6735
36970,7454
36970,15671
36970,16804
36970,18367
36970,19267
36970,20346
36970,33250
36970,33251
36970,33252
36970,33253
36970,33254
36970,33255
10077,1171
10077,1403
10077,2234
10077,2755
10077,2978
10077,2979
10077,2980
10077,2981
10077,2982
10077,16850
10077,87847
10077,87848
10077,87849
10077,87850
10077,87851
10077,87852
76649,248
76649,559
76649,4253
76649,7263
76649,12162
293644,9965
293644,79433
453,23
453,27
453,33
8587,2
8587,10217
72545,12
72545,1836
72545,10221
109451,5
109451,649
9533,33
9533,8411
2023,877
2023,9195
2023,19477
71880,5
71880,2608
71880,8000
584,24
584,33
584,333
584,26281
309809,2203
309809,8858
309809,15433
309809,41042
309809,59725
309809,60658
4858,79
4858,829
4858,1885
4858,6194
17711,33
17711,594
17711,596
17711,11391
328111,33
328111,3341
328111,6452
328111,6704
8698,306
8698,475
8698,1507
8698,12087
8698,19352
93456,33
93456,6704
602,306
602,347
330,33
330,56
953,27
953,520
953,521
9693,33
9693,655
9693,11429
36657,306
36657,431
36657,9168
36657,19551
36657,22969
36657,22970
8909,33
8909,158
8909,1038
8909,2526
8909,2527
8909,2528
8909,7295
8909,23955
8909,76043
9802,915
9802,10288
950,9383
950,11749
1824,441
1824,2608
1824,10039
1824,19813
2976,12
2976,289
2976,2378
2976,70994
11026,10210
11026,36452
332,2
332,175
332,20477
75656,491
75656,7296
75656,23271
75656,23272
38365,5
38365,2608
38365,7295
594,27
594,56
594,11084
15189,27
15189,2348
11678,441
11678,9269
6538,33
6538,2030
6538,2031
10555,27
10555,520
10555,521
1125,4
1125,27
1125,415
4551,215
4551,216
4551,1693
4551,8411
612,27
612,33
612,56
612,682
612,803
612,7383
612,17032
9567,5
9567,497
9567,890
9567,13473
37821,817
37821,1632
37821,60022
203801,1302
203801,6194
203801,23202
203801,41624
2539,18
2539,441
9297,5
9297,56
9297,2251
9297,5752
9297,11395
3172,890
3172,1171
3172,1212
3172,8411
3172,13816
3172,16061
3172,52944
6520,441
6520,10158
1439,711
37958,8852
37958,11761
2026,14
2026,890
2026,2448
2026,11027
2026,26947
2026,26948
2026,26949
7450,306
7450,11050
7450,11231
11375,5
11375,497
9425,248
9425,2596
9425,6194
9425,10210
25769,838
25769,1785
25769,4482
25769,10059
23685,306
23685,436
23685,89626
11866,306
11866,1302
11866,49478
11866,54004
9741,3683
9741,9195
9741,12236
9741,17032
211672,33
211672,6704
23629,923
23629,6194
23629,22119
23629,78685
8688,4
8688,2519
8688,9195
8688,54502
10153,2154
10153,6194
10153,11407
10153,23370
153518,5
153518,18642
153518,30692
153518,50848
153518,91920
8676,2609
8676,6194
20829,5
20829,33
20829,2608
20829,7295
20829,10105
20829,11708
4349,33
4349,675
4349,7295
4349,7786
4349,12246
9718,5
9718,10105
10808,306
10808,1301
10808,1302
197,4564
197,7965
197,11353
25,33
25,1522
25,14440
25,19934
35,18
35,306
11086,79
11086,97
11086,172
11086,3982
10477,1171
10477,1403
10477,10107
10477,54502
1997,866
1997,3823
1997,5358
1997,7396
1997,19238
6947,258
6947,9195
6947,12236
3050,306
3050,1301
3050,1302
2675,7383
2675,9195
2675,12236
809,27
809,520
809,521
920,2
920,3
4806,4
4806,126
4806,9195
4806,10201
7451,5
7451,333
7451,497
228165,4
228165,2348
228165,4859
228165,8921
228165,10256
228165,24955
3595,9195
3595,90663
16869,33
16869,59
16869,308
16869,6817
16869,6818
879,56
879,559
1573,306
1573,1073
1573,1885
9257,333
9257,441
9257,11728
9257,20033
9257,20034
1903,4
1903,349
1903,485
9697,923
9697,6194
9697,12236
395,248
395,264
395,306
395,1302
395,11345
395,19747
395,19828
395,19829
395,19834
395,19835
395,76043
23398,508
23398,711
23398,10930
10590,4564
10590,53005
10590,53006
117263,925
117263,10254
200,4
44943,5
44943,333
44943,7295
587,5
587,80
587,2721
587,8601
10395,5
57212,27
57212,56
57212,7294
57212,7383
152760,5
152760,264
152760,711
152760,22695
152760,24970
2756,306
2756,574
2756,1280
33909,306
33909,444
33909,6332
33909,6455
49017,33
49017,923
49017,3341
49017,6452
49017,27551
9882,306
9882,13769
9882,20634
2270,4
2270,289
2270,435
2270,5374
2270,23420
978,559
978,1236
978,57435
978,57436
44564,23
44564,33
44564,158
44564,2796
3132,130
3132,9195
3132,11345
8814,435
8814,1512
8814,2539
8814,11345
8814,19481
8814,19922
8814,19923
8427,441
52520,126
52520,831
52520,3287
52520,7738
52520,7740
80585,12
80585,2378
80585,8871
80585,12139
10592,496
10592,890
10592,8411
10592,21447
49021,972
49021,2729
49021,3427
49021,6408
49021,10427
49021,11369
49021,11371
49021,11840
49021,11841
11535,507
11535,657
11535,748
11535,1484
11535,2216
11535,8411
10550,1171
10550,1403
10550,2755
10550,20033
10550,76491
10550,76492
11258,4
11258,657
11258,762
11258,1382
11258,4650
11258,7237
11258,23932
11258,48136
11258,55474
12610,1156
12610,2785
12610,6194
59981,22135
59981,48471
201088,33
201088,675
201088,923
5137,4
5137,804
5137,1668
5137,4753
5137,10671
5137,10672
3093,763
3093,4169
3093,7340
3093,19116
107846,491
107846,2995
107846,10405
107846,11761
107846,31832
107846,36212
107846,46961
188207,10254
4614,4
4614,2767
4614,21409
4614,21410
4614,54502
24021,491
24021,4000
24021,5218
24021,5219
24021,12292
11371,4
11371,551
11371,19552
20352,33
20352,6704
11517,5
214756,33
214756,8789
214756,13778
214756,44783
214756,86655
26428,784
26428,2674
26428,5444
26428,7636
26428,9335
26428,9974
26428,19927
9824,33
9824,552
9824,2484
48988,12
48988,1156
9008,158
9008,675
9008,8758
9008,8759
9008,9195
300673,2
300673,51164
300673,77739
300673,78217
12113,1645
12113,2609
12113,6194
38778,4
38778,27
38778,158
38778,2242
38778,6733
38778,11084
72331,306
72331,1038
72331,8601
72331,36430
72331,36431
1844,414
1844,508
846,306
846,545
9703,289
9703,6370
9703,10308
9703,16923
857,4
857,27
857,56
857,762
857,11362
136797,27
136797,7294
136797,8403
136797,9195
136797,34890
136797,76043
3981,4
3981,347
3981,4564
3981,8116
425,306
425,9383
425,11749
6171,79
6171,97
6171,172
6171,13040
6171,24939
72976,7
72976,56
72976,306
72976,444
72976,862
72976,6735
72976,7294
603,79
603,372
603,1885
603,6194
568,23
568,33
9021,2
9021,889
9021,12626
82695,33
82695,7295
82695,7923
82695,10163
9489,6194
12133,5
12133,748
12133,4740
12133,7295
12133,10105
9342,56
9342,559
41733,923
41733,3527
41733,6194
227306,923
227306,36390
227306,39443
5551,79
5551,171
5551,1757
5551,6194
5551,10566
5551,76068
9350,559
9350,5358
9350,14723
9350,23246
9350,45728
9350,45729
9208,306
9208,456
9208,11362
4244,2
1852,4
1852,215
1852,763
1852,20396
11820,5
11820,497
76493,4
345,194
345,195
345,385
345,6194
196867,5
196867,7291
196867,7431
196867,12485
196867,95063
256591,21914
256591,41624
256591,47586
59962,444
59962,907
59962,3929
36648,12
36648,421
36648,8851
36648,11321
36648,19551
36648,42209
1880,60
1880,774
9440,33
9440,762
71679,342
10483,33
10483,44
10483,248
10483,7295
10483,7419
10483,28121
11412,12
11412,2980
11412,21920
11983,97
11983,6194
6795,441
6795,2550
6795,11370
6795,14718
550,508
550,711
550,20555
550,54050
550,54051
550,54052
11170,923
11170,3528
11170,4022
11170,6194
9292,559
9292,1885
10783,4
10783,694
100241,126
100241,737
100241,1632
100241,13788
257,355
257,2979
257,6732
9947,306
9947,508
9947,1171
9947,10104
9947,19551
9947,19552
9947,19553
9947,19554
189,14
189,10807
189,11005
189,11006
189,13241
189,29076
189,41658
12618,5
